X,Y,OBJECTID,ABCDMisc,ADSPermissionState,CalculatedAcres,ContainmentDateTime,ControlDateTime,DailyAcres,DiscoveryAcres,DispatchCenterID,EstimatedCostToDate,FinalFireReportApprovedByTitle,FinalFireReportApprovedByUnit,FinalFireReportApprovedDate,FireBehaviorGeneral,FireBehaviorGeneral1,FireBehaviorGeneral2,FireBehaviorGeneral3,FireCause,FireCauseGeneral,FireCauseSpecific,FireCode,FireDepartmentID,FireDiscoveryDateTime,FireMgmtComplexity,FireOutDateTime,FireStrategyConfinePercent,FireStrategyFullSuppPercent,FireStrategyMonitorPercent,FireStrategyPointZonePercent,FSJobCode,FSOverrideCode,GACC,ICS209ReportDateTime,ICS209ReportForTimePeriodFrom,ICS209ReportForTimePeriodTo,ICS209ReportStatus,IncidentManagementOrganization,IncidentName,IncidentShortDescription,IncidentTypeCategory,IncidentTypeKind,InitialLatitude,InitialLongitude,InitialResponseAcres,InitialResponseDateTime,IrwinID,IsFireCauseInvestigated,IsFireCodeRequested,IsFSAssisted,IsMultiJurisdictional,IsReimbursable,IsTrespass,IsUnifiedCommand,LocalIncidentIdentifier,PercentContained,PercentPerimeterToBeContained,POOCity,POOCounty,POODispatchCenterID,POOFips,POOJurisdictionalAgency,POOJurisdictionalUnit,POOJurisdictionalUnitParentUnit,POOLandownerCategory,POOLandownerKind,POOLegalDescPrincipalMeridian,POOLegalDescQtr,POOLegalDescQtrQtr,POOLegalDescRange,POOLegalDescSection,POOLegalDescTownship,POOPredictiveServiceAreaID,POOProtectingAgency,POOProtectingUnit,POOState,PredominantFuelGroup,PredominantFuelModel,PrimaryFuelModel,SecondaryFuelModel,TotalIncidentPersonnel,UniqueFireIdentifier,WFDSSDecisionStatus,CreatedBySystem,ModifiedBySystem,IsDispatchComplete,OrganizationalAssessment,StrategicDecisionPublishDate,CreatedOnDateTime_dt,ModifiedOnDateTime_dt,Source,GlobalID,IsCpxChild,CpxName,CpxID
-106.221209398,39.8111063430001,18121,,DEFAULT,465.6123,2015/10/05 00:59:59+00,2015/10/13 21:00:00+00,229,5,COGJC,175000,,,,,,,,Natural,,,J35P,,2015/10/02 19:59:00+00,Type 3 Incident,2015/10/17 15:00:00+00,,,,,P2,0215,RMCC,2015/10/07 00:00:00+00,2015/10/06 12:00:00+00,2015/10/07 00:00:00+00,F,Type 3 Team,Brush Creek,,WF,FI,39.815601,-106.2151,229,,{367611DF-76CB-4F6C-B611-4B4297402D7C},,0,1,0,0,0,,000449,100,,Silverthorne,Summit,,08117,,COWRF,,USFS,Federal,6th Principal Meridian,NE,NW,79W,10,3S,RM22,,COWRF,US-CO,,,Brush (2 feet),,100,2015-COWRF-000449,,wildcad,wildcad,0,,,2015/10/02 21:46:53+00,2016/05/15 21:53:12+00,IRWIN,{387BFBEB-8488-4C78-BD12-F8B59DE31D65},,,
-108.281110604,37.5623759000001,19511,,CERTIFIED,42.04,2020/07/03 00:17:00+00,2020/07/24 15:45:00+00,42,0.1,CODRC,717500,,,2021/01/15 19:48:26+00,Minimal,Smoldering,Flanking,Creeping,Natural,Lightning,,M6UJ,,2020/06/14 02:42:00+00,Type 4 Incident,2020/07/24 15:45:00+00,0,100,0,0,P2,0213,RMCC,2020/07/02 22:30:00+00,2020/06/25 17:29:59+00,2020/07/02 22:30:00+00,F,Type 4 IC,Loading Pen,23 nm NE of Cortez CO,WF,FI,37.56266,-108.2824,1.25,2020/06/14 13:28:00+00,{69FF5B78-1CBB-4DAA-B1A3-10996337A05D},0,0,1,0,0,0,0,000401,100,100,Cortez,Montezuma,CODRC,08083,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,Timber,TU1,Timber (Grass and Understory),,1,2020-COSJF-000401,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/06/16 18:17:20+00,2020/06/14 15:49:43+00,2021/01/15 19:48:27+00,IRWIN,{1F4FC3D0-1C9F-4057-B6EA-0E2E46B7E8AF},,,
-107.630010443,37.3658059150001,21252,,DEFAULT,,2015/08/09 16:05:00+00,2015/08/12 18:00:00+00,0.1,0.1,CODRC,5000,,,,,,,,Natural,,,,,2015/08/02 17:19:24+00,Type 5 Incident,2015/08/12 21:59:59+00,,,,,,,RMCC,2015/08/13 23:29:59+00,2015/08/13 21:00:00+00,2015/08/13 23:29:59+00,F,Type 5 IC,Skyline,,WF,FI,37.006,-107.6245,0.1,,{D127879B-B199-40C1-A51F-1E0157714D1A},,0,0,0,0,0,,000832,100,,,La Plata,,08067,,COSJF,,USFS,Federal,New Mexico,NW,NW,7W,27,36N,,,COSJF,US-CO,,,Timber (Grass and Understory),,2,2015-COSJF-000832,,wildcad,wildcad,0,,,2015/08/02 22:15:10+00,2015/10/15 22:54:17+00,IRWIN,{D0651435-6CF7-448C-9DE8-D35B8817F344},,,
-108.506410759,38.563062019,21411,,DEFAULT,2.148,2016/08/11 20:00:00+00,2016/08/22 18:00:00+00,1500,0.5,COGJC,75000,,,,Minimal,Smoldering,Creeping,Backing,Natural,,,KA2F,,2016/06/14 20:23:59+00,Type 4 Incident,2016/10/06 21:59:59+00,100,,100,,P2,0204,RMCC,2016/08/22 18:30:00+00,2016/08/11 21:59:59+00,2016/08/22 18:30:00+00,F,Type 4 IC,Kelso,,WF,FI,38.56229,-108.5053,1,,{2E537408-7A71-42B4-BA95-8DE761AF8AF9},,0,1,0,0,0,,000162,100,,Grand Junction,Mesa,COGJC,08077,,COGMF,,USFS,Federal,New Mexico Principal,SW,SE,15W,26,50N,RM31,FS,COGMF,US-CO,,,Timber (Litter and Understory),Brush (2 feet),2,2016-COGMF-000162,Approved Decision,wildcad,wildcad,0,,,2016/06/15 00:28:14+00,2020/02/10 15:56:04+00,IRWIN,{29801287-1D08-4D9E-935D-39D475EE96D1},,,
-104.550509803,37.8546761800001,21921,,CERTIFIED,117.3944,2020/06/11 01:34:59+00,2020/06/21 13:30:00+00,144,0.1,COPBC,280000,,,2020/07/06 21:45:44+00,Minimal,Smoldering,Creeping,Isolated Torching,Natural,Lightning,,M5W5,,2020/06/05 17:22:00+00,Type 4 Incident,2020/06/30 14:00:00+00,0,100,0,0,PD,1502,RMCC,2020/06/10 20:15:00+00,2020/06/10 12:00:00+00,2020/06/10 20:15:00+00,F,Type 4 IC,Wilson Crossing,"20 miles Northeast of Walsenburg, CO",WF,FI,37.84352,-104.5541,10,2020/06/06 18:00:00+00,{715065E7-BAEC-4526-A605-F0DFF7095BF2},,0,1,0,0,0,0,000612,100,100,Walsenburg,Huerfano,COPBC,08055,BLM,CORGD,,BLM,Federal,,,,,,,RM41,BLM,CORGD,US-CO,Grass-Shrub,GS2,Closed Timber Litter,Short Grass (1 foot),7,2020-CORGD-000612,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/06/06 15:24:18+00,2020/06/05 18:15:29+00,2020/07/06 21:45:45+00,IRWIN,{77FD497F-BC12-4CB3-B022-D8C2A3E9F84A},,,
-107.816510802,40.2026062790001,22323,,DEFAULT,183.4355,2018/09/07 00:01:00+00,2018/10/04 17:29:59+00,324,7,COCRC,250000,,,,Minimal,Smoldering,,,Natural,,,L4CC,,2018/08/31 20:47:00+00,Type 5 Incident,2018/10/09 15:00:00+00,0,100,0,0,,,RMCC,2018/09/07 00:30:00+00,2018/09/06 00:00:00+00,2018/09/07 00:30:00+00,F,Type 5 IC,JAMES,"10 nm N of Meeker, CO",WF,FI,40.1964,-107.823,7,,{FF10EE54-0F38-4D06-A44D-17B981A00BB0},,0,1,0,0,0,,000526,100,100,,Rio Blanco,COCRC,08103,BLM,COWRD,,BLM,Federal,,,,,,,RM25,C&L,COWRD,US-CO,,,Brush (2 feet),Short Grass (1 foot),6,2018-COWRD-000526,No Decision,wildcad,wildcad,0,,,2018/08/31 21:48:53+00,2018/10/09 16:24:20+00,IRWIN,{C33475FD-6CC0-4C39-B782-180997E9E0E4},,,
-108.368066232,37.651117007,22526,,DEFAULT,,2016/06/30 23:35:00+00,2016/07/28 23:00:00+00,2142,1,CODRC,256000,,,,Minimal,Isolated Torching,Isolated Torching,,Natural,,,KB40,,2016/06/21 21:11:00+00,Type 4 Incident,2016/08/08 21:59:59+00,100,,40,,P2,0213,RMCC,2016/07/28 21:00:00+00,2016/07/21 21:00:00+00,2016/07/28 21:00:00+00,F,Type 4 IC,Long Draw,,WF,FI,37.665,-108.35,0.5,,{67132D49-B7F4-4211-8D72-DC2103A1826B},,0,1,0,0,0,,000444,100,,,Dolores,,08033,,COSJF,,USFS,Federal,New Mexico,SW,NE,14W,11,39N,RM35,FS,COSJF,US-CO,,,Timber (Grass and Understory),,1,2016-COSJF-000444,Approved Decision,wildcad,wildcad,0,,,2016/06/22 01:05:16+00,2016/10/13 15:36:01+00,IRWIN,{DA2B3E1D-63BB-4BE9-A435-3C1C14E96677},,,
-107.100010311,37.192505925,22924,,DEFAULT,,2015/07/03 21:35:00+00,2015/07/03 21:35:00+00,0.1,,,1800,,,,,,,,Natural,,,,,2015/06/25 21:59:59+00,Type 5 Incident,2015/07/03 21:35:00+00,,,,,,,RMCC,2015/07/03 23:29:59+00,2015/07/03 12:59:59+00,2015/07/03 23:29:59+00,F,,FALLS,,WF,FI,,,,,{95511F17-74CF-4A61-9D86-257F1D2A1FC4},,0,,,,,,000492,0,,Pagosa Springs,Archuleta,,08007,,COSJF,,USFS,Federal,New Mexico,NW,SW,2W,17,34N,,,COSJF,US-CO,,,Medium Logging Slash,,1,2015-COSJF-000492,,ics209,wfdss,0,,,2015/06/26 02:07:19+00,2015/07/03 22:56:35+00,IRWIN,{D2D901C3-852A-4CCE-966B-E5BAF02DCEFD},,,
-108.117230886,40.3441762750001,23168,,DEFAULT,,2017/09/14 21:59:00+00,2017/09/25 15:04:59+00,4443,10,COCRC,590793,,,,Minimal,Smoldering,Creeping,,Natural,,,LCA6,,2017/09/09 21:59:00+00,Type 2 Incident,2017/10/02 16:30:00+00,,100,,,,,RMCC,2017/09/14 21:00:00+00,2017/09/13 23:00:00+00,2017/09/14 21:00:00+00,F,Type 2 Team,PINE TREE,"10 miles south of Maybell, CO",WF,FI,40.32058,-108.1263,10,,{F60A0C36-9FCD-4C51-BFBC-14304296928B},,0,1,0,0,0,0,000469,100,100,,Moffat,,08081,,COMFX,,,,,,,,,,RM20,C&L,COMFX,US-CO,,,Timber (Litter and Understory),Brush (2 feet),40,2017-COMFX-000469,Approved Decision,wildcad,wildcad,0,,,2017/09/09 23:46:36+00,2018/01/08 16:23:46+00,IRWIN,{6C0F7418-7E46-441E-95A8-E204A39A6D53},,,
-107.348677078,37.3270059280001,24227,,DEFAULT,,,,0.5,,,1500,,,,Minimal,,,,Natural,,,,,2016/08/27 21:00:00+00,Type 5 Incident,2016/09/08 20:00:00+00,,,100,,,,RMCC,2016/09/08 21:59:59+00,2016/09/01 21:59:59+00,2016/09/08 21:59:59+00,F,Type 5 IC,Sheep Creek,,WF,FI,,,,,{F723EC9A-B424-40A6-9258-832805E5590B},,0,,,,,,001293,0,,Pagosa Springs,Archuleta,,08007,,COSJF,,USFS,Federal,New Mexico,SE,SE,4W,6,35N,RM37,FS,COSJF,US-CO,,,Timber (Litter and Understory),,1,2016-COSJF-001293,,ics209,wfdss,0,,,2016/08/28 21:42:39+00,2016/09/19 15:30:16+00,IRWIN,{1CB4A9FC-26B0-4079-B6DB-3723DD07AF21},,,
-108.069110757,39.378236155,24540,,DEFAULT,,2016/08/19 02:00:00+00,2016/08/22 23:00:00+00,621,1,COGJC,910000,,,,Minimal,Smoldering,Creeping,Smoldering,Natural,,,KL1W,,2016/08/12 21:17:59+00,Type 4 Incident,2016/09/02 21:00:00+00,,100,,,PN,1502,RMCC,2016/08/21 23:00:00+00,2016/08/20 00:00:00+00,2016/08/21 23:00:00+00,F,Type 4 IC,Spring Creek 2,,WF,FI,39.38422,-108.097,140,,{DF9DEE64-D3BD-4934-AEE7-EBCBD51C0AE1},,0,1,0,0,0,,000490,100,,Parachute,Garfield,COGJC,08045,,,,Private,Private,6th Principal Meridian,NE,SE,96W,2,8S,RM14,C&L,COGFX,US-CO,,,Short Grass (1 foot),Chaparral (6 feet),7,2016-COGFX-000490,Approved Decision,wildcad,wildcad,0,,,2016/08/12 22:08:58+00,2022/09/01 21:59:23+00,IRWIN,{1C54802C-7042-4D37-842F-5BE3772C2DBA},0,,
-107.950510505,37.288005884,24741,,DEFAULT,,2017/07/05 21:59:59+00,2017/07/20 18:00:00+00,412,1,CODRC,200000000,,,,Minimal,Smoldering,Smoldering,Short-range Spotting,Human,,,K3DV,,2017/06/28 22:17:00+00,Type 3 Incident,2017/08/16 18:00:00+00,,,,,PN,1502,RMCC,2017/07/06 22:44:59+00,2017/07/05 21:20:59+00,2017/07/06 22:44:59+00,F,Type 4 IC,Lightner Creek,"Approximately 4.25 miles WNW of Durango, CO",WF,FI,37.27074,-107.9017,50,,{C510A894-371C-4955-8E2A-D61DD936595C},,0,1,0,0,0,0,000459,100,100,Durango,La Plata,CODRC,08067,,CODFRX,,,,New Mexico Principal,NE,SE,35N,15,10W,RM37,C&L,COLPX,US-CO,,,Timber (Grass and Understory),"Dormant Brush, Hardwood Slash",16,2017-COLPX-000459,Approved Decision,wildcad,wildcad,0,,,2017/06/28 22:41:46+00,2018/05/07 21:07:28+00,IRWIN,{780EC96F-349F-433C-B5BA-38C824313447},,,
-108.026010635,38.3766160260001,25949,,CERTIFIED,70.4387,2020/05/14 18:00:00+00,2020/05/20 23:29:00+00,70,0.1,COMTC,395000,,,2020/06/18 15:08:59+00,Minimal,Creeping,Smoldering,,Unknown,Camping,,M3XJ,,2020/05/10 20:18:00+00,Type 5 Incident,2020/06/09 22:30:00+00,0,100,0,0,PD,1502,RMCC,2020/05/19 17:00:00+00,2020/05/14 21:00:00+00,2020/05/19 17:00:00+00,F,Type 5 IC,Steel Canyon,"10 miles SW of Montrose, CO",WF,FI,38.39627,-107.9799,,2020/05/10 21:30:00+00,{077ED33D-7846-4A05-9686-378F8A31A722},,0,1,0,0,1,0,000046,100,100,,Montrose,COMTC,08085,BLM,COUPD,,BLM,Federal,,,,,,,RM31,BLM,COUPD,US-CO,Slash,SB1,Closed Timber Litter,Brush (2 feet),11,2020-COUPD-000046,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2020/05/11 22:07:07+00,2020/05/10 22:19:46+00,2020/06/18 15:08:59+00,IRWIN,{22AA1AF3-5CED-48D4-BFB0-AF62DF993A5B},,,
-109.044710928,39.0366730420001,26113,,DEFAULT,,2016/08/01 18:59:59+00,2016/08/01 20:19:59+00,0.5,0.1,COGJC,17000,,,,Minimal,Smoldering,Smoldering,,Natural,,,KD8X,,2016/07/05 19:43:00+00,Type 4 Incident,2016/08/15 21:00:00+00,100,,,,PD,1502,RMCC,2016/08/02 00:30:00+00,2016/07/29 00:59:59+00,2016/08/02 00:30:00+00,F,Type 4 IC,Little D,,WF,FI,39.0359,-109.0448,0.1,,{BEC66B4E-B807-4E0A-B053-9D5E7D2504D1},,0,1,0,0,0,,000286,100,,Grand Junction,Mesa,COGJC,08077,,COGRD,,BLM,Federal,6th Principal Meridian,SW,SW,104W,5,12S,RM26,BLM,COGRD,US-CO,,,Timber (Grass and Understory),,4,2016-COGRD-000286,Approved Decision,wildcad,wildcad,0,,,2016/07/05 23:09:48+00,2020/02/10 15:57:19+00,IRWIN,{F3CB713E-EC3D-467A-92FA-77A041E0D252},,,
-103.100609488,38.083136305,26586,,DEFAULT,1104.21,2021/01/16 18:59:59+00,2021/01/16 19:10:00+00,1430,1,COPBC,3000,,,,Extreme,Running,Flanking,,Human,,,NS9L,,2021/01/15 18:00:00+00,Type 4 Incident,,0,100,0,0,PN,1522,RMCC,2021/01/19 18:00:00+00,2021/01/17 00:00:00+00,2021/01/19 18:00:00+00,F,Type 4 IC,Ft. Lyons,on the eastern border of Ft Lyon by the John Martin SWA,WF,FI,38.08313,-103.1006,1430,,{F4F69BC8-6A88-4199-A95E-9AC437D7FF5A},,0,1,0,0,0,0,000046,100,100,Ft Lyons,Bent,COPBC,08011,,,,Private,Private,,,,,,,RM34,C&L,COBNX,US-CO,,,Tall Grass (2.5 feet),Brush (2 feet),,2021-COBNX-000046,No Decision,wildcad,INFORM_Inspector,0,,,2021/01/19 19:50:17+00,2021/04/12 22:23:12+00,IRWIN,{76B03224-F695-49C9-8EBC-F692A8A196BC},,,
-109.012010854,38.4403359680001,27149,,CERTIFIED,200.197,2020/07/03 00:45:00+00,2020/07/10 20:55:59+00,210,0.1,UTMFC,800000,,,2021/01/15 23:35:03+00,Minimal,Smoldering,Creeping,Backing,Natural,Lightning,,M7UJ,,2020/06/27 01:08:00+00,Type 3 Incident,2020/10/20 21:59:59+00,0,100,0,0,P4,0410,GBCC,2020/07/03 00:30:00+00,2020/07/01 23:00:00+00,2020/07/03 00:30:00+00,F,Type 3 IC,Roc,"Carpenter Ridge, Buckeye Recreation area, Carpenter Repeater site",WF,FI,38.43678,-109.0108,1.5,2020/06/27 02:29:00+00,{B97B80FB-BC81-4D34-B8A7-8A76059F4A73},,0,0,0,0,0,0,000113,100,100,Paradox,Montrose,UTMFC,08085,FS,UTMLF,,USFS,Federal,,,,,,,GB32,FS,UTMLF,US-CO,Timber,TL8,Timber (Litter and Understory),Medium Logging Slash,70,2020-UTMLF-000113,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/06/28 23:32:42+00,2020/06/27 03:50:35+00,2021/01/15 23:35:04+00,IRWIN,{FDD263BE-8097-45C3-B0A3-6A9282FC7BFF},,,
-107.787510695,39.3688950740001,27535,,DEFAULT,1068.3808,2019/11/08 21:59:59+00,2019/12/03 18:00:00+00,1235,0.1,COGJC,4200000,,,,Minimal,Smoldering,Creeping,Single Tree Torching,Natural,,,MJ09,,2019/07/28 18:51:00+00,Type 5 Incident,2019/12/03 18:59:59+00,33,34,33,0,P2,0215,RMCC,2019/11/13 23:00:00+00,2019/11/13 22:44:59+00,2019/11/13 23:00:00+00,F,Type 5 IC,Middle Mamm,"11 Miles South of Rifle, Colorado",WF,FI,39.36546,-107.8054,0.1,,{61017CCC-46A3-4D79-9CB6-56C13330BC6F},,0,1,0,0,0,,000161,100,100,Rifle,Garfield,COGJC,08045,FS,COWRF,,USFS,Federal,,,,,,,RM27,FS,COWRF,US-CO,,,Timber (Litter and Understory),"Dormant Brush, Hardwood Slash",1,2020-COWRF-000161,Approved Decision,wildcad,IROC,0,Type 4 Incident,2019/10/15 00:06:32+00,2019/07/30 18:03:16+00,2020/04/06 22:09:21+00,IRWIN,{12AAA183-31D0-4F9A-A2E5-5AAF6DB04C60},,,
-108.201110885,40.1915662490001,27567,,DEFAULT,5719.4122,2018/08/07 00:00:00+00,2018/08/30 15:00:00+00,6310,10,COCRC,4250000,,,,Minimal,Creeping,Smoldering,Isolated Torching,Natural,,,L01E,,2018/07/20 19:20:00+00,Type 4 Incident,2018/09/27 17:00:00+00,0,100,0,0,,,RMCC,2018/08/07 22:30:00+00,2018/08/06 22:30:00+00,2018/08/07 22:30:00+00,F,Type 4 IC,INDIAN VALLEY,16 nm NW of Meeker,WF,FI,40.20889,-108.2233,50,,{56CFF613-FE97-410B-AC0E-F5D38E155E10},,0,1,0,0,0,,000319,100,100,,Rio Blanco,COCRC,08103,BLM,COWRD,,BLM,Federal,,,,,,,RM25,BLM,COWRD,US-CO,,,Short Grass (1 foot),Chaparral (6 feet),0,2018-COWRD-000319,Approved Decision,wildcad,wildcad,0,,,2018/07/20 20:08:02+00,2018/09/27 20:26:26+00,IRWIN,{BE27E527-4D5E-4A57-A2BA-0DC3AA3D180C},,,
-107.980010627,38.3963390320001,28813,,DEFAULT,,2016/06/14 23:48:00+00,2016/06/29 18:20:00+00,33,0.1,COMTC,175000,,,,Minimal,Smoldering,,,Natural,,,J9ZD,,2016/06/06 21:53:59+00,Type 4 Incident,2016/07/02 14:00:00+00,100,25,,,PD,1502,RMCC,2016/06/17 00:00:00+00,2016/06/11 23:00:00+00,2016/06/17 00:00:00+00,F,Type 4 IC,Old Stump,,WF,FI,38.396333,-107.98,0.1,,{59F76BF6-7C1B-4DBA-A733-87E21593E855},,0,1,0,0,0,,000049,100,,,Montrose,COMTC,08085,BLM,COUPD,,BLM,Federal,,,,,,,RM32,BLM,COUPD,US-CO,,,Medium Logging Slash,Brush (2 feet),4,2016-COUPD-000049,Approved Decision,wildcad,wildcad,0,,,2016/06/07 00:47:51+00,2020/05/10 20:17:16+00,IRWIN,{B21A2679-A2ED-4613-B124-433714E21C3B},,,
-108.640710704,37.7811959060001,28982,,DEFAULT,1405.332,2018/09/06 23:00:00+00,2018/10/09 14:00:00+00,1424,5,CODRC,77000,,,,Minimal,Smoldering,Smoldering,Short-range Spotting,Natural,,,L1T6,,2018/07/23 01:11:00+00,Type 4 Incident,2018/10/17 15:59:59+00,0,0,100,0,P2,0213,RMCC,2018/09/06 23:45:00+00,2018/08/30 21:59:59+00,2018/09/06 23:45:00+00,F,Type 4 IC,West Guard ,"13 Miles East of Dove Creek, CO",WF,FI,37.78093,-108.6394,1800,,{C853D803-5D92-4AA8-8CC4-2FC986530D67},,0,1,0,0,0,,000932,100,100,,Dolores,CODRC,08033,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,,,Timber (Litter and Understory),Timber (Grass and Understory),3,2018-COSJF-000932,Approved Decision,wildcad,wildcad,0,,,2018/07/23 14:03:50+00,2018/10/17 16:12:13+00,IRWIN,{F7C3FF24-1A89-4240-BCBC-58FDB13C1979},,,
-107.232510376,37.5604459680001,29082,EKU7,DEFAULT,,2018/10/01 18:00:00+00,2018/10/01 18:00:00+00,0.1,0.1,CODRC,2500,,,,Minimal,Smoldering,,,Natural,,,,,2018/08/31 18:14:29+00,Type 5 Incident,2018/10/01 18:04:59+00,100,0,0,0,P2,0213,RMCC,2018/10/02 18:59:59+00,2018/09/27 21:30:00+00,2018/10/02 18:59:59+00,F,Type 5 IC,Peak,Approximatly 25 miles NW of Pagosa Springs.,WF,FI,37.628333,-107.151667,0.25,,{6DD75A5A-FF1B-4D9D-A59B-8DB92BAFB944},,0,1,0,0,0,,001210,100,100,,Hinsdale,CODRC,08053,FS,COSJF,,USFS,Federal,,,,,,,RM37,FS,COSJF,US-CO,,,Timber (Litter and Understory),,0,2018-COSJF-001210,No Decision,wildcad,ics209,0,,,2018/09/01 21:55:37+00,2018/10/02 19:18:10+00,IRWIN,{AEF841B6-2382-4215-AB2F-125D10BFB882},,,
-106.908010303,37.5417059860001,29374,,DEFAULT,,2015/07/02 21:59:59+00,2015/07/02 21:59:59+00,0.5,0.5,CODRC,2000,,,,,,,,Natural,,,,,2015/06/27 01:28:59+00,Type 5 Incident,2015/07/02 22:09:59+00,,,,,P2,0213,RMCC,2015/07/02 23:00:00+00,2015/07/01 00:00:00+00,2015/07/02 23:00:00+00,F,,Elk Creek,Wildfire monitor,WF,FI,37.5418,-106.9084,0.5,,{4DD0093E-36C0-40CB-A53F-286E5FF0780D},,0,0,0,0,0,,000513,0,,Pagosa Springs,Mineral,,08079,,COSJF,,USFS,Federal,New Mexico,SW,NW,2w,17,34n,,,COSJF,US-CO,,,Timber (Litter and Understory),,1,2015-COSJF-000513,,wildcad,wildcad,0,,,2015/06/27 19:38:27+00,2015/10/24 16:59:45+00,IRWIN,{9E8F76DB-CB16-4A09-9F0A-D8C02FBB72CB},,,
-107.500410828,40.957256398,30288,,DEFAULT,,2018/07/11 23:45:00+00,2018/07/15 14:42:00+00,515,0.1,COCRC,600000,,,,Minimal,Creeping,Torching,Short Crown Runs,Natural,,,LY9U,,2018/07/09 00:43:00+00,Type 3 Incident,2019/08/12 18:00:00+00,0,100,0,0,,,RMCC,2018/07/11 21:59:59+00,2018/07/10 21:59:59+00,2018/07/11 21:59:59+00,F,Type 3 IC,SKUNK CREEK ,"10 miles SE of Baggs, WY",WF,FI,40.8786,-107.3027,650,,{FD34226E-3FCE-496D-B37C-E8BB34564EB0},,0,1,0,0,0,,000239,100,100,,Moffat,COCRC,08081,BLM,COLSD,,BLM,Federal,,,,,,,RM20,,COLSD,US-CO,,,Timber (Grass and Understory),Brush (2 feet),124,2018-COLSD-000239,Approved Decision,wildcad,wildcad,0,,,2018/07/09 02:51:20+00,2018/11/02 16:43:52+00,IRWIN,{7E998F5D-2674-4F35-AE26-92C329F1DCE5},,,
-105.485543594,40.0639897620001,33185,,CERTIFIED,470.8281,2020/10/22 23:00:00+00,2020/11/09 23:00:00+00,460,1,COFTC,1100000,,,2021/01/25 18:36:37+00,Minimal,Smoldering,Smoldering,Smoldering,Unknown,Investigated but Undetermined,,NN9Q,,2020/10/18 18:40:59+00,Type 2 Incident,2020/12/01 17:29:59+00,0,100,0,0,P2,0210,RMCC,2020/10/26 00:00:00+00,2020/10/25 00:00:00+00,2020/10/26 00:00:00+00,F,Type 2 Team,Lefthand,"1 mi east of Ward, CO",WF,FI,40.06401,-105.469,,2020/10/18 18:45:00+00,{9A27D769-2EA1-4B0B-864A-4EA6E529FA10},,0,0,0,0,0,0,001048,100,100,,Boulder,COFTC,08013,FS,COARF,,USFS,Federal,,,,,,,RM22,FS,COARF,US-CO,Timber,TU5,Timber (Grass and Understory),Timber (Litter and Understory),20,2020-COARF-001048,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2020/10/29 14:47:00+00,2020/10/18 19:39:00+00,2021/01/25 18:36:38+00,IRWIN,{C72D0020-2F74-469F-B055-2B0B395EA539},,,
-109.037811128,40.6732662470001,34623,,CERTIFIED,235.6383,2020/08/04 21:59:59+00,2020/08/25 20:00:00+00,235,0.5,COCRC,490000,,,2021/02/11 05:12:02+00,Minimal,Smoldering,Smoldering,Spotting,Natural,Lightning,,NCP0,,2020/07/31 20:45:59+00,Type 3 Incident,2020/09/01 18:00:00+00,0,100,0,0,,,RMCC,2020/08/04 21:45:00+00,2020/08/03 21:45:00+00,2020/08/04 21:45:00+00,F,Type 3 IC,POTS,"27 nm NE of Vernal, UT",WF,FI,40.6761,-109.0433,0.5,,{A7EBAF36-7CF2-4BEB-8720-BAD815ECE440},,0,1,0,0,0,0,000237,100,100,,Moffat,COCRC,08081,,,,Private,Private,,,,,,,RM20,C&L,COMFX,US-CO,Timber,TL2,Timber (Litter and Understory),Brush (2 feet),76,2020-COMFX-000237,Approved Decision,wildcad,INFORM_Inspector,0,Type 3 Incident,2020/08/02 00:06:47+00,2020/07/31 21:58:28+00,2021/02/11 05:12:05+00,IRWIN,{BF2B5A94-D7AF-4B55-B37C-940AAC73328B},,,
-107.35001038,37.3394059290001,35184,,DEFAULT,,2015/07/12 21:45:00+00,2015/07/12 21:45:00+00,0.2,0.2,CODRC,5000,,,,,,,,Natural,,,,,2015/06/28 23:32:45+00,Type 5 Incident,2015/07/12 21:45:00+00,,,,,,,RMCC,2015/07/13 20:45:00+00,2015/07/13 20:15:00+00,2015/07/13 20:45:00+00,F,,First Box,Monitor,WF,FI,37.3122,-107.2448,0.2,,{BF691E92-3054-4510-B55B-AF802AE88B7A},,0,0,0,0,0,,000537,0,,Pagosa Springs,Archuleta,,08007,,COSJF,,USFS,Federal,New Mexico,SE,SE,4W,31,36N,,,COSJF,US-CO,,,Timber (Litter and Understory),,1,2015-COSJF-000537,,wildcad,wildcad,0,,,2015/06/29 01:39:13+00,2015/10/24 16:55:53+00,IRWIN,{31904F84-3871-410A-BE57-0C91BA86A75E},,,
